ID,ADDRESS,CITY,STATE,ZIP CODE,LNG,LAT,NEIGHBORHOOD,BUILDING CLASS CATEGORY,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,SALE DATE
2224,1856 EAST 27TH STREET,Brooklyn,NY,11229,-73.94582,40.60578,MADISON,03 THREE FAMILY DWELLINGS,"5,000","4,895",1940,"1,600,000",1/17/17
2225,2070 59TH STREET,Brooklyn,NY,11204,-73.98079,40.619057,BOROUGH PARK,01 ONE FAMILY DWELLINGS,"2,955","1,462",1920,"1,600,000",1/19/17
2226,208 AMHERST STREET,Brooklyn,NY,11235,-73.95186,40.57664,MANHATTAN BEACH,01 ONE FAMILY DWELLINGS,"4,500","2,184",1930,"1,600,000",1/20/17
2227,311 WILLOUGHBY AVENUE,Brooklyn,NY,11205,-73.95853,40.692688,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,"1,750","2,652",1901,"1,600,000",1/30/17
2228,9422 RIDGE BLVD,Brooklyn,NY,11209,-74.036125,40.618282,BAY RIDGE,01 ONE FAMILY DWELLINGS,"6,272","3,090",1925,"1,600,000",2/8/17
2229,1721 WEST 4TH STREET,Brooklyn,NY,11223,-73.977264,40.605656,GRAVESEND,03 THREE FAMILY DWELLINGS,"2,650","3,080",1925,"1,600,000",3/3/17
2230,1102 52ND STREET,Brooklyn,NY,11219,-73.998055,40.63587,BOROUGH PARK,02 TWO FAMILY DWELLINGS,"2,504","2,800",1920,"1,600,000",3/24/17
2231,1622 EAST 15TH STREET,Brooklyn,NY,11229,-73.9585,40.609886,MIDWOOD,02 TWO FAMILY DWELLINGS,"4,000","2,728",1925,"1,600,000",3/30/17
2232,961 EAST 18,Brooklyn,NY,11230,-73.95886,40.627243,MIDWOOD,02 TWO FAMILY DWELLINGS,"5,000","2,585",1910,"1,600,000",4/7/17
2233,8615 19TH AVENUE,Brooklyn,NY,11214,-74.00087,40.60553,BATH BEACH,02 TWO FAMILY DWELLINGS,"3,867","3,235",1930,"1,600,000",4/19/17
2234,190 80TH STREET,Brooklyn,NY,11209,-74.03245,40.628582,BAY RIDGE,01 ONE FAMILY DWELLINGS,"3,644","1,708",1920,"1,600,000",5/4/17
2235,1238 57TH STREET,Brooklyn,NY,11219,-73.99809,40.631332,BOROUGH PARK,02 TWO FAMILY DWELLINGS,"3,005","2,000",1925,"1,600,000",5/9/17
2236,1659 47TH STREET,Brooklyn,NY,11204,-73.982925,40.631306,BOROUGH PARK,02 TWO FAMILY DWELLINGS,"2,755","2,440",1920,"1,600,000",5/23/17
2237,6121 19TH AVENUE,Brooklyn,NY,11204,-73.98583,40.619987,BOROUGH PARK,02 TWO FAMILY DWELLINGS,"2,000","2,168",1925,"1,610,000",3/31/17
2238,2103 BAY AVENUE,Brooklyn,NY,11210,-73.95338,40.61581,MIDWOOD,02 TWO FAMILY DWELLINGS,"4,514","2,360",1925,"1,615,000",1/27/17
2239,37 WINDSOR PLACE,Brooklyn,NY,11215,-73.98467,40.66164,PARK SLOPE SOUTH,02 TWO FAMILY DWELLINGS,"1,667","2,016",1901,"1,615,000",2/9/17
2240,1134 JEFFERSON AVENUE,Brooklyn,NY,11221,-73.91521,40.689316,BUSHWICK,03 THREE FAMILY DWELLINGS,"2,000","2,700",1920,"1,625,000",1/17/17
2241,433 10TH STREET,Brooklyn,NY,11215,-73.98514,40.66778,PARK SLOPE SOUTH,02 TWO FAMILY DWELLINGS,"1,667","1,704",1901,"1,630,000",3/15/17
2242,205 FREEMAN STREET,Brooklyn,NY,11222,-73.95307,40.73464,GREENPOINT,02 TWO FAMILY DWELLINGS,"2,500","1,280",1899,"1,630,000",5/24/17
2243,921 AVENUE N,Brooklyn,NY,11230,-73.96506,40.615025,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,"4,000","2,888",1935,"1,634,000",4/6/17
2244,40 NEW YORK AVENUE,Brooklyn,NY,11216,-73.94688,40.678883,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,"2,500","3,520",1901,"1,635,000",2/13/17
2245,967 LAFAYETTE AVENUE,Brooklyn,NY,11221,-73.9333,40.69196,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,"1,600","2,700",1899,"1,635,000",3/17/17
2246,1937 72ND STREET,Brooklyn,NY,11204,-73.99132,40.61338,BENSONHURST,02 TWO FAMILY DWELLINGS,"4,000","2,200",1930,"1,638,000",4/3/17
2247,124 HASTINGS STREET,Brooklyn,NY,11235,-73.944786,40.579514,MANHATTAN BEACH,02 TWO FAMILY DWELLINGS,"4,160","2,908",1935,"1,640,000",1/13/17
2248,229A SCHOLES STREET,Brooklyn,NY,11206,-73.939575,40.709156,WILLIAMSBURG-EAST,02 TWO FAMILY DWELLINGS,"1,983","1,910",1996,"1,645,000",4/25/17
2249,160 IRWIN STREET,Brooklyn,NY,11235,-73.943726,40.57888,MANHATTAN BEACH,01 ONE FAMILY DWELLINGS,"6,000","2,523",1925,"1,648,000",2/22/17
2250,2253 79TH STREET,Brooklyn,NY,11214,-73.98853,40.605183,BENSONHURST,02 TWO FAMILY DWELLINGS,"4,000","3,116",1915,"1,650,000",1/5/17
2251,229 HAWTHORNE STREET,Brooklyn,NY,11225,-73.95254,40.657707,FLATBUSH-LEFFERTS GARDEN,02 TWO FAMILY DWELLINGS,"6,012","3,270",1899,"1,650,000",1/11/17
2252,538 PUTNAM AVENUE,Brooklyn,NY,11221,-73.9402,40.685158,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,"2,000","3,800",1899,"1,650,000",2/2/17
2253,595 THIRD AVENUE,Brooklyn,NY,11215,-73.9946,40.66721,GOWANUS,02 TWO FAMILY DWELLINGS,"1,963","3,748",1899,"1,650,000",2/22/17
2254,1153 BEDFORD AVENUE,Brooklyn,NY,11216,-73.95404,40.68405,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,"2,000","2,400",1910,"1,650,000",2/24/17
2255,1601 55TH STREET,Brooklyn,NY,11204,-73.98881,40.627563,BOROUGH PARK,02 TWO FAMILY DWELLINGS,"2,204","4,372",1955,"1,650,000",3/7/17
2256,541 COURT STREET,Brooklyn,NY,11231,-73.99972,40.674427,CARROLL GARDENS,02 TWO FAMILY DWELLINGS,"1,890","2,530",1931,"1,650,000",3/9/17
2257,294 13TH STREET,Brooklyn,NY,11215,-73.98729,40.666275,PARK SLOPE SOUTH,02 TWO FAMILY DWELLINGS,"1,667","1,536",1901,"1,650,000",3/10/17
2258,7306 18TH AVENUE,Brooklyn,NY,11204,-73.99488,40.61449,BENSONHURST,01 ONE FAMILY DWELLINGS,"2,012","2,200",1931,"1,650,000",3/24/17
2259,1850 EAST 8TH STREET,Brooklyn,NY,11223,-73.964134,40.60389,OCEAN PARKWAY-SOUTH,01 ONE FAMILY DWELLINGS,"3,495","1,692",1925,"1,650,000",4/4/17
2260,994 BERGEN STREET,Brooklyn,NY,11216,-73.953735,40.676384,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS,"2,570","2,220",1901,"1,650,000",4/6/17
2261,1432 60TH STREET,Brooklyn,NY,11219,-73.995575,40.627037,BOROUGH PARK,02 TWO FAMILY DWELLINGS,"3,400","1,800",1944,"1,650,000",4/27/17
2262,106 VANDERBILT STREET,Brooklyn,NY,11218,-73.980965,40.651646,WINDSOR TERRACE,01 ONE FAMILY DWELLINGS,"1,520","1,056",1910,1650000,5/1/17
2263,2106 81ST STREET,Brooklyn,NY,11214,-73.99281,40.605934,BENSONHURST,03 THREE FAMILY DWELLINGS,"2,000","3,040",1970,"1,650,000",5/4/17
2264,1177 EAST 31ST STREET,Brooklyn,NY,11210,-73.94508,40.62275,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS,"4,000","3,351",1925,"1,650,000",5/17/17
2265,1768 56TH STREET,Brooklyn,NY,11204,-73.9857,40.624763,BOROUGH PARK,03 THREE FAMILY DWELLINGS,"2,454","2,320",1910,"1,650,000",5/19/17
2266,1354 46TH STREET,Brooklyn,NY,11219,-73.98918,40.63598,BOROUGH PARK,02 TWO FAMILY DWELLINGS,"2,003","2,704",1940,"1,650,000",5/23/17
2267,780 EAST 19TH STREET,Brooklyn,NY,11230,-73.95873,40.631577,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS,"5,000","3,003",1910,"1,657,500",5/22/17
2268,1208 8TH AVENUE,Brooklyn,NY,11215,-73.980804,40.663864,PARK SLOPE,03 THREE FAMILY DWELLINGS,"1,284","2,080",1899,"1,670,000",4/20/17
2269,1372 EAST 24,Brooklyn,NY,11210,-73.95091,40.617313,MIDWOOD,01 ONE FAMILY DWELLINGS,"4,000","2,730",1915,"1,675,000",1/4/17
2270,1349 47TH STREET,Brooklyn,NY,11219,-73.98987,40.635498,BOROUGH PARK,03 THREE FAMILY DWELLINGS,"2,000","3,720",1965,"1,675,000",2/6/17
2271,1046 EAST 22ND STREET,Brooklyn,NY,11210,-73.954544,40.62648,MIDWOOD,01 ONE FAMILY DWELLINGS,"5,333","2,652",1925,"1,675,000",3/17/17
2272,1078 CARROLL STREET,Brooklyn,NY,11225,-73.95501,40.667408,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS,"2,650","4,176",1910,"1,675,000",3/22/17
2273,511 GREENE AVENUE,Brooklyn,NY,11216,-73.95038,40.6885,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,"1,667","2,100",1899,"1,680,000",5/10/17
2274,1654 84TH STREET,Brooklyn,NY,11214,-74.004616,40.610584,BENSONHURST,03 THREE FAMILY DWELLINGS,"8,231","1,476",1910,"1,688,000",1/17/17
2275,413 51ST STREET,Brooklyn,NY,11220,-74.01274,40.645668,SUNSET PARK,02 TWO FAMILY DWELLINGS,"2,003","2,592",1901,"1,695,000",4/28/17
2276,421 HART STREET,Brooklyn,NY,11221,-73.93331,40.694958,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,"2,000","2,160",1899,"1,700,000",1/13/17
2277,184 MACDONOUGH STREET,Brooklyn,NY,11216,-73.93917,40.68153,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,"2,050","3,444",1899,"1,700,000",1/18/17
2278,2083 NEW YORK AVENUE,Brooklyn,NY,11210,-73.94301,40.62175,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,"5,450","4,150",1899,"1,700,000",1/25/17
2279,849 70TH STREET,Brooklyn,NY,11228,-74.01419,40.629017,BAY RIDGE,02 TWO FAMILY DWELLINGS,"3,000","2,320",1925,"1,700,000",2/10/17
2280,224 PUTNAM AVENUE,Brooklyn,NY,11216,-73.9522,40.683777,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,"2,000","2,100",1899,"1,700,000",3/14/17
2281,3552 BEDFORD AVENUE,Brooklyn,NY,11210,-73.949615,40.615635,MIDWOOD,01 ONE FAMILY DWELLINGS,"5,000","3,046",1920,"1,700,000",3/23/17
2282,223 MONITOR STREET,Brooklyn,NY,11222,-73.942825,40.726917,GREENPOINT,02 TWO FAMILY DWELLINGS,"2,000","2,580",1901,"1,700,000",4/6/17
2283,63 MAPLE STREET,Brooklyn,NY,11225,-73.95858,40.66034,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS,"4,000","3,963",1910,"1,700,000",4/25/17
2284,4274 OCEAN AVENUE,Brooklyn,NY,11235,-73.94711,40.576683,MANHATTAN BEACH,01 ONE FAMILY DWELLINGS,"3,224","1,984",1925,"1,700,000",5/2/17
2285,189 11TH STREET,Brooklyn,NY,11215,-73.99118,40.669853,GOWANUS,02 TWO FAMILY DWELLINGS,"1,800","1,620",1899,"1,700,000",5/16/17
2286,147 STUYVESANT AVENUE,Brooklyn,NY,11221,-73.93347,40.690098,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,"1,500","3,600",1899,"1,700,000",5/25/17
2287,110 POWERS STREET,Brooklyn,NY,11211,-73.94647,40.712143,WILLIAMSBURG-EAST,03 THREE FAMILY DWELLINGS,"1,800","2,430",1910,"1,707,000",4/10/17
2288,1656 51ST STREET,Brooklyn,NY,11204,-73.9853,40.62909,BOROUGH PARK,01 ONE FAMILY DWELLINGS,"2,805","2,421",1930,"1,710,000",1/5/17
2290,1358 49 STREET,Brooklyn,NY,11219,-73.99085,40.634254,BOROUGH PARK,03 THREE FAMILY DWELLINGS,"2,504","5,184",1975,"1,720,000",4/4/17
2291,15 HARRISON AVENUE,Brooklyn,NY,11211,-73.953995,40.7063,WILLIAMSBURG-CENTRAL,03 THREE FAMILY DWELLINGS,"1,200","3,200",1899,"1,725,000",1/17/17
2292,1373 CONEY ISLAND AVENUE,Brooklyn,NY,11230,-73.96506,40.624187,MIDWOOD,02 TWO FAMILY DWELLINGS,"2,000","3,040",1931,"1,725,000",2/1/17
2293,1349 PACIFIC STREET,Brooklyn,NY,11216,-73.94761,40.67754,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS,"1,667","2,668",1899,"1,725,000",2/6/17
2294,292 RUTLAND ROAD,Brooklyn,NY,11225,-73.95108,40.659363,FLATBUSH-LEFFERTS GARDEN,02 TWO FAMILY DWELLINGS,"2,000","2,128",1910,"1,725,000",3/20/17
2295,685 ST. JOHNS PLACE,Brooklyn,NY,11216,-73.95549,40.672035,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS,"2,445","2,660",1899,"1,725,000",3/21/17
2296,1101 EAST 4TH STREET,Brooklyn,NY,11230,-73.97287,40.624466,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS,"2,891","1,660",1930,"1,725,000",3/23/17
2297,329 VANDERBILT STREET,Brooklyn,NY,11218,-73.97869,40.65255,WINDSOR TERRACE,03 THREE FAMILY DWELLINGS,"1,280","3,300",1910,1725000,4/19/17
2298,8891 19TH AVENUE,Brooklyn,NY,11214,-74.006386,40.600224,BATH BEACH,03 THREE FAMILY DWELLINGS,"2,523","3,144",1940,"1,730,000",1/18/17
2299,5512 12TH AVENUE,Brooklyn,NY,11219,-73.997925,40.632896,BOROUGH PARK,02 TWO FAMILY DWELLINGS,"2,650","3,000",1925,"1,750,000",1/6/17
2300,858 51ST STREET,Brooklyn,NY,11220,-74.00303,40.639786,BOROUGH PARK,02 TWO FAMILY DWELLINGS,"2,730","2,680",1920,"1,750,000",1/12/17
2301,1062 CARROLL STREET,Brooklyn,NY,11225,-73.95554,40.66744,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS,"2,670","4,176",1910,"1,750,000",1/26/17
2302,357 PARKSIDE AVE,Brooklyn,NY,11226,-73.95828,40.65575,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS,"2,450","3,348",1901,"1,750,000",1/27/17
2303,565A CARLTON AVENUE,Brooklyn,NY,11238,-73.97126,40.68043,PROSPECT HEIGHTS,01 ONE FAMILY DWELLINGS,"1,491","2,160",1915,"1,750,000",4/28/17
2304,1242 84TH STREET,Brooklyn,NY,11228,-74.01395,40.61597,DYKER HEIGHTS,02 TWO FAMILY DWELLINGS,"2,600","1,782",1930,"1,750,000",5/4/17
2305,142 HOOPER STREET,Brooklyn,NY,11211,-73.95873,40.703903,WILLIAMSBURG-CENTRAL,03 THREE FAMILY DWELLINGS,"2,090","3,136",1899,"1,750,000",5/22/17
2306,115 CALYER STREET,Brooklyn,NY,11222,-73.95635,40.727127,GREENPOINT,03 THREE FAMILY DWELLINGS,"1,625","2,064",1901,"1,750,000",5/23/17
2307,2124 EAST 9TH STREET,Brooklyn,NY,11223,-73.962,40.597603,OCEAN PARKWAY-SOUTH,02 TWO FAMILY DWELLINGS,"3,000","3,448",1960,"1,757,000",5/15/17
2308,262 85TH STREET,Brooklyn,NY,11209,-74.03175,40.624573,BAY RIDGE,01 ONE FAMILY DWELLINGS,"4,956","1,608",1905,"1,770,000",2/1/17
2309,374 DECATUR STREET,Brooklyn,NY,11233,-73.92836,40.682026,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,"1,800","2,664",1899,"1,770,000",5/8/17
2310,936A LAFAYETTE AVENUE,Brooklyn,NY,11221,-73.93554,40.691692,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,"1,700","2,924",1899,"1,775,000",1/24/17
2311,409 AVENUE I,Brooklyn,NY,11230,-73.97308,40.626343,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS,"2,750","3,500",1998,"1,775,000",2/28/17
2312,152 FALMOUTH,Brooklyn,NY,11235,-73.94651,40.57874,MANHATTAN BEACH,02 TWO FAMILY DWELLINGS,"6,000","2,164",1930,"1,775,000",3/30/17
2313,319-321 42ND STREET,Brooklyn,NY,11232,-74.009285,40.651783,SUNSET PARK,01 ONE FAMILY DWELLINGS,"3,706","5,268",1910,"1,780,000",2/17/17
2314,345 GATES AVENUE,Brooklyn,NY,11216,-73.9533,40.685913,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,"2,000","1,800",1931,"1,780,000",4/26/17
2315,2248 EAST 63RD STREET,Brooklyn,NY,11234,-73.91057,40.613655,MILL BASIN,01 ONE FAMILY DWELLINGS,"5,000","3,900",1950,"1,790,000",5/3/17
2316,303 MONROE STRET,Brooklyn,NY,11216,-73.9461,40.685993,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,"1,967","2,478",1899,"1,795,000",1/4/17
2317,829 LINCOLN PLACE,Brooklyn,NY,11216,-73.949326,40.670696,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS,"2,555","3,375",1910,"1,795,000",3/28/17
2318,158 CARLTON AVENUE,Brooklyn,NY,11205,-73.97283,40.69286,FORT GREENE,03 THREE FAMILY DWELLINGS,"2,000","2,200",1899,"1,800,000",2/1/17
2319,220 BAY 13TH STREET,Brooklyn,NY,11214,-74.011024,40.605225,BATH BEACH,03 THREE FAMILY DWELLINGS,"6,516","3,112",1935,"1,800,000",3/7/17
2320,237 27TH STREET,Brooklyn,NY,11232,-73.9983,40.65883,SUNSET PARK,02 TWO FAMILY DWELLINGS,"5,500","1,560",1910,"1,800,000",3/15/17
2321,1898 OCEAN AVENUE,Brooklyn,NY,11230,-73.954475,40.615536,MIDWOOD,02 TWO FAMILY DWELLINGS,"4,527","2,936",1925,"1,800,000",3/30/17
2322,150 CONSELYEA STREET,Brooklyn,NY,11211,-73.94511,40.715164,WILLIAMSBURG-EAST,03 THREE FAMILY DWELLINGS,"2,500","2,250",1910,"1,800,000",4/7/17
2323,461 COURT STREET,Brooklyn,NY,11231,-73.998314,40.67734,CARROLL GARDENS,02 TWO FAMILY DWELLINGS,"1,017","2,139",1931,"1,800,000",4/25/17
2324,21 PARKWAY COURT,Brooklyn,NY,11223,-73.96683,40.58949,OCEAN PARKWAY-SOUTH,03 THREE FAMILY DWELLINGS,"3,000","4,125",1965,"1,800,000",4/27/17
2325,284 16TH STREET,Brooklyn,NY,11215,-73.98602,40.663124,PARK SLOPE SOUTH,02 TWO FAMILY DWELLINGS,"1,307","1,440",1901,"1,800,000",5/22/17
2326,124 ECKFORD STREET,Brooklyn,NY,11222,-73.94877,40.72377,GREENPOINT,01 ONE FAMILY DWELLINGS,"2,500","1,656",1910,"1,820,000",3/27/17
2327,325 UNION STREET,Brooklyn,NY,11231,-73.99496,40.68205,CARROLL GARDENS,02 TWO FAMILY DWELLINGS,"1,567","2,025",1901,"1,825,000",1/4/17
2328,48 FULLER PLACE,Brooklyn,NY,11215,-73.9798,40.658516,WINDSOR TERRACE,02 TWO FAMILY DWELLINGS,"1,270","4,494",1910,1825000,4/5/17
2329,225 77TH STREET,Brooklyn,NY,11209,-74.0303,40.630486,BAY RIDGE,02 TWO FAMILY DWELLINGS,"6,560","2,870",1905,"1,830,000",1/5/17
2330,35 SUTTON STREET,Brooklyn,NY,11222,-73.94045,40.724182,GREENPOINT,02 TWO FAMILY DWELLINGS,"1,725","1,700",1910,"1,830,000",1/19/17
2331,60 SAINT FELIX STREET,Brooklyn,NY,11217,-73.97756,40.68784,FORT GREENE,02 TWO FAMILY DWELLINGS,"1,460","3,200",1899,"1,835,000",1/30/17
2332,553A PUTNAM AVENUE,Brooklyn,NY,11221,-73.93925,40.68528,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS,"1,700","3,060",1901,"1,849,000",4/5/17
2333,45 DUFFIELD STREET,Brooklyn,NY,11201,-73.98407,40.696987,DOWNTOWN-METROTECH,03 THREE FAMILY DWELLINGS,"2,175","2,116",1910,"1,850,000",1/26/17
2334,1252 MYRTLE AVENUE,Brooklyn,NY,11221,-73.9271,40.697887,BUSHWICK,02 TWO FAMILY DWELLINGS,"1,228","3,828",1931,"1,850,000",2/15/17
2335,212 16 STREET,Brooklyn,NY,11215,-73.98858,40.66436,PARK SLOPE SOUTH,02 TWO FAMILY DWELLINGS,"1,842","1,890",1901,"1,850,000",2/15/17
2336,429 11TH STREET,Brooklyn,NY,11215,-73.98415,40.66646,PARK SLOPE SOUTH,01 ONE FAMILY DWELLINGS,877,732,1901,"1,850,000",4/5/17
2337,295 NORTH 7TH STREET,Brooklyn,NY,11211,-73.953636,40.715298,WILLIAMSBURG-NORTH,03 THREE FAMILY DWELLINGS,"1,900","2,850",1899,"1,850,000",4/25/17
2338,236 MONROE STREET,Brooklyn,NY,11216,-73.949715,40.685562,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,"2,000","2,400",1915,"1,865,000",1/12/17
2339,860 LAFAYETTE AVENUE,Brooklyn,NY,11221,-73.93829,40.691376,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS,"1,800","3,240",1899,"1,870,000",2/10/17
2340,1101 PARK PLACE,Brooklyn,NY,11213,-73.94092,40.672924,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS,"3,000","2,844",1901,"1,872,000",4/20/17
2341,19 RICHARDSON STREET,Brooklyn,NY,11211,-73.95144,40.718174,GREENPOINT,02 TWO FAMILY DWELLINGS,"2,500","2,520",1920,"1,875,000",3/31/17
2342,2727 ARKANSAS DRIVE,Brooklyn,NY,11234,-73.91009,40.604675,MILL BASIN,01 ONE FAMILY DWELLINGS,"7,411","4,560",1965,"1,885,000",1/3/17
2343,850 57TH STREET,Brooklyn,NY,11220,-74.006676,40.636517,BOROUGH PARK,02 TWO FAMILY DWELLINGS,"2,003","2,080",1920,"1,888,000",2/24/17
2344,6 HAVEMEYER STREET,Brooklyn,NY,11211,-73.95288,40.71639,WILLIAMSBURG-NORTH,02 TWO FAMILY DWELLINGS,"1,600","1,400",1899,"1,890,000",3/20/17
2345,8 HAVEMEYER STREET,Brooklyn,NY,11211,-73.95295,40.71632,WILLIAMSBURG-NORTH,02 TWO FAMILY DWELLINGS,"1,825","1,400",1910,"1,890,000",3/20/17
2346,292 12TH STREET,Brooklyn,NY,11215,-73.98736,40.667152,PARK SLOPE SOUTH,02 TWO FAMILY DWELLINGS,"1,050","2,331",1900,"1,900,000",2/17/17
2347,694A 5TH AVENUE,Brooklyn,NY,11215,-73.99355,40.661232,SUNSET PARK,02 TWO FAMILY DWELLINGS,"1,600","2,520",1930,"1,900,000",2/23/17
2348,1754 48TH STREET,Brooklyn,NY,11204,-73.98134,40.629417,BOROUGH PARK,02 TWO FAMILY DWELLINGS,"2,705","2,800",1920,"1,900,000",3/16/17
2349,301 MONROE STREET,Brooklyn,NY,11216,-73.94618,40.68598,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS,"2,000","2,520",1899,"1,900,000",3/30/17
2350,1263 PRESIDENT,Brooklyn,NY,11213,-73.94768,40.667915,CROWN HEIGHTS,01 ONE FAMILY DWELLINGS,"2,688","3,489",1920,"1,900,000",3/30/17
2351,214 LINCOLN ROAD,Brooklyn,NY,11225,-73.95557,40.661263,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS,"2,100","2,900",1910,"1,900,000",3/30/17
2352,325A 21 STREET,Brooklyn,NY,11215,-73.99058,40.659637,SUNSET PARK,03 THREE FAMILY DWELLINGS,"1,611","1,288",1905,"1,900,000",4/26/17
2353,1206 EAST 22ND STREET,Brooklyn,NY,11210,-73.9538,40.622528,MIDWOOD,01 ONE FAMILY DWELLINGS,"3,500","2,060",1920,"1,925,000",3/28/17
2354,244 LINCOLN ROAD,Brooklyn,NY,11225,-73.95473,40.661316,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS,"2,100","1,780",1910,"1,950,000",1/13/17
2355,239 HAWTHORNE STREET,Brooklyn,NY,11225,-73.952255,40.657726,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS,"6,346","2,030",1920,"1,950,000",1/18/17
2356,1436 55TH STREET,Brooklyn,NY,11219,-73.99256,40.629814,BOROUGH PARK,01 ONE FAMILY DWELLINGS,"3,005","2,764",1925,"1,950,000",2/15/17
2357,95 DIAMOND STREET,Brooklyn,NY,11222,-73.947,40.72586,GREENPOINT,02 TWO FAMILY DWELLINGS,"2,500","2,074",1920,"1,955,000",5/3/17
2358,169 INDIA STREET,Brooklyn,NY,11222,-73.95339,40.732445,GREENPOINT,02 TWO FAMILY DWELLINGS,"2,500","3,000",1901,"1,970,000",5/12/17
2359,1315 51ST STREET,Brooklyn,NY,11219,-73.99284,40.633644,BOROUGH PARK,03 THREE FAMILY DWELLINGS,"2,003","4,080",1980,"1,975,000",1/24/17
2360,99 CONSELYEA STREET,Brooklyn,NY,11211,-73.94717,40.71498,WILLIAMSBURG-EAST,02 TWO FAMILY DWELLINGS,"2,500","2,220",1899,"1,980,000",3/2/17
2362,119 ST MARKS AVENUE,Brooklyn,NY,11217,-73.972466,40.679367,PROSPECT HEIGHTS,02 TWO FAMILY DWELLINGS,"3,092","4,200",1916,"1,985,000",2/14/17
2363,183 WINDSOR PLACE,Brooklyn,NY,11215,-73.97893,40.65886,WINDSOR TERRACE,02 TWO FAMILY DWELLINGS,"2,000","3,192",1905,1987000,1/23/17
2364,176 LEFFERTS AVENUE,Brooklyn,NY,11225,-73.95548,40.662056,FLATBUSH-LEFFERTS GARDEN,02 TWO FAMILY DWELLINGS,"2,050","2,144",1905,"2,000,000",1/4/17
2365,149 DWIGHT STREET,Brooklyn,NY,11231,-74.01077,40.674564,RED HOOK,02 TWO FAMILY DWELLINGS,"1,875","1,800",1920,"2,000,000",3/13/17
2366,26 WARREN PLACE,Brooklyn,NY,11201,-73.99867,40.68776,COBBLE HILL,01 ONE FAMILY DWELLINGS,610,"1,056",1899,"2,000,000",4/17/17
2367,75 BAY 17 STREET,Brooklyn,NY,11214,-74.004845,40.60632,BATH BEACH,02 TWO FAMILY DWELLINGS,"6,863","2,868",1915,"2,000,000",4/19/17
2368,866 PROSPECT PLACE,Brooklyn,NY,11216,-73.948296,40.67421,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS,"2,250","5,774",1925,"2,000,000",4/26/17
2369,1900 BENSON AVENUE,Brooklyn,NY,11214,-74.00257,40.60381,BATH BEACH,02 TWO FAMILY DWELLINGS,"5,201","1,446",1899,"2,000,000",5/16/17
2370,8758 23RD AVENUE,Brooklyn,NY,11214,-73.99468,40.59763,GRAVESEND,03 THREE FAMILY DWELLINGS,"2,900","3,654",2015,"2,005,952",1/5/17
2371,8760 23RD AVENUE,Brooklyn,NY,11214,-73.99472,40.597588,GRAVESEND,03 THREE FAMILY DWELLINGS,"2,900","3,654",2015,"2,016,135",1/12/17
2372,184 PARK PLACE,Brooklyn,NY,11238,-73.971634,40.67729,PROSPECT HEIGHTS,02 TWO FAMILY DWELLINGS,"1,035","1,776",1899,"2,025,000",2/24/17
2373,509 STRATFORD ROAD,Brooklyn,NY,11218,-73.96734,40.63664,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS,"3,200","2,058",1899,"2,050,000",2/21/17
